OTU	numchars	nAmbig	nQ	PctData	numchars_woInvar	nQ_woInvar	PctData_woInvar
44	Gallirallus_torquatus_0	9	0	1	90	-40	50	-400
45	Gallirallus_striatus_0	10	0	0	100	-40	50	-400
46	Laterallus_albigularis_0	9	0	1	90	-40	50	-400
47	Laterallus_leucopyrrhus_0	10	0	0	100	-40	50	-400
48	Laterallus_jamaicaensis_0	10	0	0	100	-40	50	-400
49	Megacrex_inepta_0	10	0	0	100	-40	50	-400
50	Micropygia_schomburgkii_0	9	0	1	90	-40	50	-400
51	Porzana_cinerea_0	10	0	0	100	-40	50	-400
52	Porzana_fusca_0	10	0	0	100	-40	50	-400
53	Porphyrio_madagascariensis_0	9	0	1	90	-40	50	-400
54	Porzana_parva_0	10	0	0	100	-40	50	-400
55	Rallina_eurizonoides_0	9	0	1	90	-40	50	-400
56	Atlantisia_rogersi_0	10	0	0	100	-40	50	-400
57	Himantornis_haematopus_0	10	0	0	100	-40	50	-400
58	Gallirallus_owstoni_0	10	0	0	100	-40	50	-400
59	Rougetius_rougetii_0	9	0	1	90	-40	50	-400
60	Porphyrio_melanotus_0	10	0	0	100	-40	50	-400
61	Porphyrio_alleni_0	10	0	0	100	-40	50	-400
62	Lewinia_pectoralis_0	10	0	0	100	-40	50	-400
63	Porphyrio_poliocephalus_0	10	0	0	100	-40	50	-400
64	Porphyrio_melanopterus_0	9	0	1	90	-40	50	-400
65	Porphyrio_indicus_0	9	0	1	90	-40	50	-400
66	Porphyrio_porphyrio_0	9	0	1	90	-40	50	-400
67	Porphyrio_ellioti_0	9	0	1	90	-40	50	-400
68	Porphyrio_pulverulentus_0	9	0	1	90	-40	50	-400
69	Porphyrio_kukwiedei_0	0	0	10	0	-40	50	-400
70	Porphyrio_mantelli_0	1	0	9	10	-40	50	-400
71	Porphyrio_hochstetteri_0	10	0	0	100	-40	50	-400
72	Habroptila_wallacii_0	9	0	1	90	-40	50	-400
73	Gymnocrex_rosenbergii_0	9	0	1	90	-40	50	-400
74	Gymnocrex_plumbeiventris_0	9	0	1	90	-40	50	-400
75	Aramides_calopterus_0	9	0	1	90	-40	50	-400
76	Aramides_mangle_0	9	0	1	90	-40	50	-400
77	Aramides_wolfi_0	10	0	0	100	-40	50	-400
78	Aramides_albiventris_0	9	0	1	90	-40	50	-400
79	Aramides_mexicana_0	10	0	0	100	-40	50	-400
80	Aramides_plumbeicollis_0	9	0	1	90	-40	50	-400
81	Aramides_ypecaha_0	10	0	0	100	-40	50	-400
82	Aramides_castaneiceps_0	9	0	1	90	-40	50	-400
83	Cyanolimnas_cerverai_0	9	0	1	90	-40	50	-400
84	Rallus_madagascariensis_0	9	0	1	90	-40	50	-400
85	Tricholimnas_sylvestris_0	10	0	0	100	-40	50	-400
86	Gallirallus_lafresnayanus_0	9	0	1	90	-40	50	-400
87	Nesoclopeus_poecilopterus_0	9	0	1	90	-40	50	-400
88	Gallirallus_immaculatus_0	9	0	1	90	-40	50	-400
89	Aramidopsis_plateni_0	9	0	1	90	-40	50	-400
90	Rallus_aquaticus_0	10	0	0	100	-40	50	-400
91	Rallus_indicus_0	9	0	1	90	-40	50	-400
92	Rallus_caerulescens_0	10	0	0	100	-40	50	-400
93	Rallus_semiplumbeus_0	9	0	1	90	-40	50	-400
94	Rallus_antarcticus_0	9	0	1	90	-40	50	-400
95	Rallus_elegans_0	10	0	0	100	-40	50	-400
96	Rallus_wetmorei_0	9	0	1	90	-40	50	-400
97	Gallirallus_dieffenbachii_0	9	0	1	90	-40	50	-400
98	Gallirallus_rovianae_0	9	0	1	90	-40	50	-400
99	Gallirallus_wakensis_0	10	0	0	100	-40	50	-400
100	Lewinia_muelleri_0	9	0	1	90	-40	50	-400
101	Lewinia_mirificus_0	9	0	1	90	-40	50	-400
102	Gallirallus_australis_0	10	0	0	100	-40	50	-400
103	Gallirallus_modestus_0	10	0	0	100	-40	50	-400
104	Gallirallus_karamu_0	1	0	9	10	-40	50	-400
105	Gallirallus_insignis_0	9	0	1	90	-40	50	-400
106	Gallirallus_okinawae_0	9	0	1	90	-40	50	-400
107	Aphanapteryx_bonasia_0	1	0	9	10	-40	50	-400
108	Rallina_canningi_0	9	0	1	90	-40	50	-400
109	Coturnicops_exquisitus_0	9	0	1	90	-40	50	-400
110	Coturnicops_notatus_0	9	0	1	90	-40	50	-400
111	Atlantisia_elpenor_0	1	0	9	10	-40	50	-400
112	Laterallus_fasciatus_0	10	0	0	100	-40	50	-400
113	Laterallus_ruber_0	9	0	1	90	-40	50	-400
114	Laterallus_levraudi_0	9	0	1	90	-40	50	-400
115	Laterallus_xenopterus_0	8	0	2	80	-40	50	-400
116	Laterallus_spilonotus_0	9	0	1	90	-40	50	-400
117	Porzana_spiloptera_0	9	0	1	90	-40	50	-400
118	Porzana_flaviventer_0	9	0	1	90	-40	50	-400
119	Porzana_carolina_0	10	0	0	100	-40	50	-400
120	Porzana_albicollis_0	9	0	1	90	-40	50	-400
121	Porzana_pusilla_0	10	0	0	100	-40	50	-400
122	Porzana_fluminea_0	10	0	0	100	-40	50	-400
123	Porzana_paykullii_0	9	0	1	90	-40	50	-400
124	Amaurornis_bicolor_0	10	0	0	100	-40	50	-400
125	Amaurornis_olivieri_0	10	0	0	100	-40	50	-400
126	Porzana_flavirostra_0	10	0	0	100	-40	50	-400
127	Porzana_monasa_0	8	0	2	80	-40	50	-400
128	Porzana_atra_0	10	0	0	100	-40	50	-400
129	Porzana_tabuensis_0	10	0	0	100	-40	50	-400
130	Porzana_palmeri_0	10	0	0	100	-40	50	-400
131	Porzana_sandwichensis_0	9	0	1	90	-40	50	-400
132	Neocrex_colombianus_0	9	0	1	90	-40	50	-400
133	Amaurornis_olivaceus_0	9	0	1	90	-40	50	-400
134	Amaurornis_akool_0	10	0	0	100	-40	50	-400
135	Amaurornis_isabellinus_0	9	0	1	90	-40	50	-400
136	Porphyriops_melanops_0	10	0	0	100	-40	50	-400
137	Gallinula_galeata_0	10	0	0	100	-40	50	-400
138	Gallinula_nesiotis_0	9	0	1	90	-40	50	-400
139	Gallinula_comeri_0	10	0	0	100	-40	50	-400
140	Gallinula_silvestris_0	8	0	2	80	-40	50	-400
141	Gallinula_pacifica_0	9	0	1	90	-40	50	-400
142	Tribonyx_hodgenorum_0	1	0	9	10	-40	50	-400
143	Hovacrex_roberti_0	0	0	10	0	-40	50	-400
144	Fulica_cornuta_0	10	0	0	100	-40	50	-400
145	Fulica_chathamensis_0	1	0	9	10	-40	50	-400
146	Fulica_newtoni_0	0	0	10	0	-40	50	-400
147	Erythromachus_leguati_0	1	0	9	10	-40	50	-400
148	Diaphorapteryx_hawkinsi_0	1	0	9	10	-40	50	-400
149	Aphanocrex_podarces_0	0	0	10	0	-40	50	-400
150	Nesotrochis_debooyi_0	0	0	10	0	-40	50	-400
151	Nesotrochis_steganinos_0	0	0	10	0	-40	50	-400
152	Porzana_ziegleri_0.12	1	0	9	10	-40	50	-400
153	Porzana_ralphorum_0.12	0	0	10	0	-40	50	-400
154	Fulica_prisca_0.1	1	0	9	10	-40	50	-400
155	Porzana_astrictocarpus_2.1	1	0	9	10	-40	50	-400
156	Porzana_menehune_0.01	0	0	10	0	-40	50	-400
157	Porzana_servernsi_0.01	1	0	9	10	-40	50	-400
158	Porzana_keplerorum_0.01	1	0	9	10	-40	50	-400
159	Rallina_forbesi_0	0	0	10	0	-40	50	-400
160	Sarothrura_rufa_0	0	0	10	0	-40	50	-400
161	Heliornis_fulica_0	0	0	10	0	-40	50	-400
162	Psophia_crepitans_0	0	0	10	0	-40	50	-400
163	Aramus_guarauna_0	0	0	10	0	-40	50	-400
164	Balearica_regulorum_0	0	0	10	0	-40	50	-400
165	Grus_canadensis_0	0	0	10	0	-40	50	-400
166	Ardeotis_cori_0	0	0	10	0	-40	50	-400
167	Aegotheles_insignis_0	0	0	10	0	-40	50	-400
168	Nyctibius_griseus_0	0	0	10	0	-40	50	-400
169	Tapera_naevia_0	0	0	10	0	-40	50	-400
170	Centropus_bengalensis_0	0	0	10	0	-40	50	-400
171	Coccyzus_melacoryphus_0	0	0	10	0	-40	50	-400
172	Cuculus_optatus_0	0	0	10	0	-40	50	-400
173	Ciconia_nigra_0	0	0	10	0	-40	50	-400
174	Leptoptilos_crumeniferus_0	0	0	10	0	-40	50	-400
175	Theristicus_caerulescens_0	0	0	10	0	-40	50	-400
176	Spheniscus_humboldti_0	0	0	10	0	-40	50	-400
177	Gavia_immer_0	0	0	10	0	-40	50	-400
178	Anas_superciliosa_0	0	0	10	0	-40	50	-400
179	Anser_canagicus_0	0	0	10	0	-40	50	-400
180	Aythya_valisineria_0	0	0	10	0	-40	50	-400
181	Dendrocygna_viduata_0	0	0	10	0	-40	50	-400
182	Oxyura_jamaicensis_0	0	0	10	0	-40	50	-400
183	Anseranas_semipalmata_0	0	0	10	0	-40	50	-400
184	Bonasa_umbellus_0	0	0	10	0	-40	50	-400
185	Gallus_gallus_0	0	0	10	0	-40	50	-400
186	Rollulus_rouloul_0	0	0	10	0	-40	50	-400
187	Struthio_camelus_0	0	0	10	0	-40	50	-400
188	Dromaius_novaehollandiae_0	0	0	10	0	-40	50	-400
189	Tinamus_major_0	0	0	10	0	-40	50	-400
190	Eudromia_elegans_0	0	0	10	0	-40	50	-400
